Fish_ID;Capture_Year;Capture_Qtr;Year_Class;Age_Capture;Decades;Decade;ICES_SD;TL_mm;Oto_Dors_L;Age;Ages;New L_age;Cal_Year;Annulus_Width;Cum_Ann_Width;Avg_MnMg06;Mg ESF06;Avg_SrCa;New_Salinity_class;SMHI year;SMHI hypox;Decade_anox_ch;Decade_anox;Year_hyp;Hypoxic volume 2;Hypoxic volume 0;Temp_year;T BY15 Annual. 30-90 m;T BY15 Q4. 30-90 m;BY15 Q4 salinitet 30_90m;Mean annual sal BY15 30_90 m ;O sat year;Neo year;Neo mean MnMg
1090 SD25 1939;1939;2;1932;7;1930s;1930s;25;810;6578;0;1;81.67935445;1932;643;643;0.494962795;0.044188415;3.751201508;2;;;;;;;;;;;;;;;
13 SD25 1949;1949;2;1946;3;1940s;1940s;25;340;3152;2;3;340;1948;994;3152;0.821425081;0.06180523;5.995763117;4;;;;;;;;;;;;;;;
13 SD25 1949;1949;2;1946;3;1940s;1940s;25;340;3152;1;2;233.703373647358;1947;944;2158;0.170013329;0.084745731;5.247172822;4;;;;;;;;;;;;;;;
705 SD28 1988;1988;1;1979;9;1980s;1980s;28;800;5900;0;1;154.6859083;1979;1125;1125;0.689749171;0.070188982;3.594297332;2;;;;;;;;;;;;;;;
132 SD25 1989;1989;1;1981;8;1980s;1980s;25;770;6653;7;8;770;1988;384;6653;0.272385155;0.035883597;4.977663014;4;;;;;;;;;;;;;;;
132 SD25 1989;1989;1;1981;8;1980s;1980s;25;770;6653;6;7;725.721210296553;1987;603;6269;0.569045669;0.030501259;5.404782093;4;;;;;;;;;;;;;;;
132 SD25 1989;1989;1;1981;8;1980s;1980s;25;770;6653;5;6;656.189673340358;1986;600;5666;0.50464341;0.033635709;5.153071628;4;;;;;;;;;;;;;;;
132 SD25 1989;1989;1;1981;8;1980s;1980s;25;770;6653;4;5;587.004064428722;1985;675;5066;0.37824799;0.037530916;4.95811052;4;;;;;;;;;;;;;;;
132 SD25 1989;1989;1;1981;8;1980s;1980s;25;770;6653;3;4;509.170254403131;1984;876;4391;0.239386761;0.049332199;5.910272163;4;;;;;;;;;;;;;;;
132 SD25 1989;1989;1;1981;8;1980s;1980s;25;770;6653;2;3;408.159265392142;1983;842;3515;0.222306082;0.055892792;5.883829679;4;;;;;;;;;;;;;;;
132 SD25 1989;1989;1;1981;8;1980s;1980s;25;770;6653;1;2;311.068794219479;1982;1310;2673;0.295327557;0.055731819;6.206040369;4;;;;;;;;;;;;;;;
Hypoxolith_C05_05_16;2010;1;2006;4;2000s;2000s;25;800;5414;0;1;210.2176166;2006;1410;1410;0.681163681;0.106064074;3.448591434;2;;;;;;;;;;;;;;;
135-SD25-2018;2018;1;2012;6;2010s;2010s;25;460;4359;5;6;458.112669579214;2017;390;4341;0.0621943;0.066198555;3.68181476;2;;;;;;;;;;;;;;;
135-SD25-2018;2018;1;2012;6;2010s;2010s;25;460;4359;4;5;417.220510462175;2016;575;3951;0.095753905;0.069607033;3.616628156;2;;;;;;;;;;;;;;;
135-SD25-2018;2018;1;2012;6;2010s;2010s;25;460;4359;3;4;356.930788687054;2015;612;3376;0.105604772;0.064484384;4.596022423;3;;;;;;;;;;;;;;;
135-SD25-2018;2018;1;2012;6;2010s;2010s;25;460;4359;2;3;292.761554380317;2014;1094;2764;0.189079939;0.070673078;6.622709605;4;;;;;;;;;;;;;;;
135-SD25-2018;2018;1;2012;6;2010s;2010s;25;460;4359;1;2;178.053805472522;2013;817;1670;0.32546629;0.068320354;4.153316205;3;;;;;;;;;;;;;;;
Hypoxolith_C88_07_1335;1995;4;1988;7;1990s;1990s;25;792;4531;0;1;84.176952;1988;470;470;2.867603359;0.035283658;2.854689082;1;;;;;;;;;;;;;;;
14 SD25 1949;1949;2;1943;6;1940s;1940s;25;510;4459;5;6;510;1948;242;4459;0.181336134;0.045984331;6.998711656;4;;;;;;;;;;;;;;;
14 SD25 1949;1949;2;1943;6;1940s;1940s;25;510;4459;4;5;482.476511575635;1947;465;4217;0.091826879;0.050344988;4.603526862;4;;;;;;;;;;;;;;;
14 SD25 1949;1949;2;1943;6;1940s;1940s;25;510;4459;3;4;429.590469768487;1946;813;3752;0.147255356;0.052424344;6.025420035;4;;;;;;;;;;;;;;;
14 SD25 1949;1949;2;1943;6;1940s;1940s;25;510;4459;2;3;337.12519667341;1945;1097;2939;0.195872581;0.078546325;5.147112788;4;;;;;;;;;;;;;;;
14 SD25 1949;1949;2;1943;6;1940s;1940s;25;510;4459;1;2;212.359631377838;1944;962;1842;0.418063975;0.057398537;4.07941149;3;;;;;;;;;;;;;;;
OldCod L5_01;Neolithic;;;4;Neolithic;Neolithic;27;791.3114;6218;0;1;182.5029021;Neolithic;1417.506631;1417.506631;0.317527297;0.056112742;4.567796636;3;;;;;;;;;;;;;;;
15 SD25 1949;1949;2;1947;2;1940s;1940s;25;200;1921;1;2;184.615384615385;1948;610;1771;0.277916935;0.068245843;4.465178158;3;;;;;;;;;;;;;;;
1087 SD25 1939;1939;2;1931;8;1930s;1930s;25;790;4892;0;1;140.2056534;1931;856;856;0.414745874;0.09265723;3.291984207;2;;;;;;;;;;;;;;;
152-SD25-2018;2018;1;2012;6;2010s;2010s;25;600;5046;5;6;600;2017;464;5046;0.188075678;0.077218595;2.816135497;1;;;;;;;;;;;;;;;
152-SD25-2018;2018;1;2012;6;2010s;2010s;25;600;5046;4;5;545.086576648133;2016;705;4582;0.390887721;0.082700396;3.390711014;2;;;;;;;;;;;;;;;
152-SD25-2018;2018;1;2012;6;2010s;2010s;25;600;5046;3;4;461.65131056394;2015;742;3877;0.662289267;0.090426277;3.766840696;2;;;;;;;;;;;;;;;
152-SD25-2018;2018;1;2012;6;2010s;2010s;25;600;5046;2;3;373.837172359015;2014;1057;3135;0.868433672;0.091635571;4.083235183;3;;;;;;;;;;;;;;;
152-SD25-2018;2018;1;2012;6;2010s;2010s;25;600;5046;1;2;248.743447180302;2013;1002;2078;0.714629757;0.088971389;4.177863139;3;;;;;;;;;;;;;;;
Hypoxolith_C05_05_01;2010;1;2006;4;2000s;2000s;25;790;4598;0;1;68.41499564;2006;386;386;0.318962454;0.079034853;2.190799062;1;;;;;;;;;;;;;;;
153-SD25-2018;2018;1;2012;6;2010s;2010s;25;580;4600;5;6;580;2017;538;4600;0.063696924;0.067959813;3.112116441;2;;;;;;;;;;;;;;;
153-SD25-2018;2018;1;2012;6;2010s;2010s;25;580;4600;4;5;512.486274509804;2016;500;4062;0.07438557;0.074522572;3.549973359;2;;;;;;;;;;;;;;;
153-SD25-2018;2018;1;2012;6;2010s;2010s;25;580;4600;3;4;449.741176470588;2015;631;3562;0.106104697;0.071391459;4.229492303;3;;;;;;;;;;;;;;;
153-SD25-2018;2018;1;2012;6;2010s;2010s;25;580;4600;2;3;370.556862745098;2014;779;2931;0.631621609;0.075485615;7.049361134;4;;;;;;;;;;;;;;;
153-SD25-2018;2018;1;2012;6;2010s;2010s;25;580;4600;1;2;272.8;2013;1132;2152;0.472118565;0.076623739;5.395718557;4;;;;;;;;;;;;;;;
HypCod_2005_05-17;2010;2;2004;6;2000s;2000s;25;780;4949;0;1;87.40763421;2004;585;585;0.866176941;0.055664617;3.193065668;2;;;;;;;;;;;;;;;
162 SD25 1989;1989;1;1985;4;1980s;1980s;25;730;4633;3;4;730;1988;767;4633;0.083291354;0.077345632;3.967275805;2;;;;;;;;;;;;;;;
162 SD25 1989;1989;1;1985;4;1980s;1980s;25;730;4633;2;3;609.549643088903;1987;1168;3866;0.169045766;0.082137396;4.320601732;3;;;;;;;;;;;;;;;
162 SD25 1989;1989;1;1985;4;1980s;1980s;25;730;4633;1;2;426.125892277742;1986;1505;2698;0.277917131;0.106096703;4.186469823;3;;;;;;;;;;;;;;;
Hypoxolith_C05_05_06;2010;1;2005;5;2000s;2000s;25;780;5027;0;1;105.7755631;2005;668;668;0.496096111;0.082371144;2.804212931;1;;;;;;;;;;;;;;;
164 SD25 1989;1989;1;1984;5;1980s;1980s;25;650;4484;4;5;650;1988;277;4484;0.483880464;0.066822929;3.264939641;2;;;;;;;;;;;;;;;
164 SD25 1989;1989;1;1984;5;1980s;1980s;25;650;4484;3;4;610.004023245418;1987;820;4207;0.417050339;0.064497351;3.047853725;2;;;;;;;;;;;;;;;
164 SD25 1989;1989;1;1984;5;1980s;1980s;25;650;4484;2;3;491.604380867233;1986;945;3387;1.193388118;0.064463024;4.26461292;3;;;;;;;;;;;;;;;
164 SD25 1989;1989;1;1984;5;1980s;1980s;25;650;4484;1;2;355.156012516763;1985;1714;2442;1.180879839;0.09596889;3.920611535;2;;;;;;;;;;;;;;;
Hypoxolith_C05_05_08;2010;1;2005;5;2000s;2000s;25;780;4686;0;1;110.0444825;2005;649;649;0.603554259;0.083748687;2.437311585;1;;;;;;;;;;;;;;;
1646 2002 YC;2006;4;2002;3;2000s;2000s;25;600;3738;3;4;600;2005;489;3738;0.606693475852755;0.0742446559732999;5.83314240563094;4;1962;2.01;;;;;;1931;4.42617103729604;5.848;;;1930;1927;0.185161152623529
1646 2002 YC;2006;4;2002;3;2000s;2000s;25;600;3738;2;3;520.776165943601;2004;1246;3249;0.662854817734419;0.0684346427780213;5.63020687325307;4;1961;;;;;;;1924;4.9135238095238;7.06285714285713;;;1929;1926;0.185161152623529
1646 2002 YC;2006;4;2002;3;2000s;2000s;25;600;3738;1;2;318.909300433839;2003;1380;2003;1.06224141631824;0.0839914557105754;4.39715947523964;3;1960;2.89;;;;;;1922;3.16720833333333;3.72380952380952;;;1928;1925;0.185161152623529
Hypoxolith_C91_05_23;1996;3;1991;5;1990s;1990s;25;780;4963;0;1;170.3864325;1991;1072;1072;0.620228477;0.105541193;3.090365583;2;;;;;;;;;;;;;;;
17 SD25 1949;1949;2;1944;5;1940s;1940s;25;680;5013;4;5;680;1948;732;5013;0.068113312;0.037232705;2.999797933;1;;;;;;;;;;;;;;;
17 SD25 1949;1949;2;1944;5;1940s;1940s;25;680;5013;3;4;581.09294423346;1947;660;4281;0.157606478;0.035560744;5.833728197;4;;;;;;;;;;;;;;;
17 SD25 1949;1949;2;1944;5;1940s;1940s;25;680;5013;2;3;491.914451329203;1946;1040;3621;0.142114551;0.055116486;6.171338401;4;;;;;;;;;;;;;;;
17 SD25 1949;1949;2;1944;5;1940s;1940s;25;680;5013;1;2;351.390765540676;1945;1246;2581;0.291295678;0.061802765;4.489919023;3;;;;;;;;;;;;;;;
132 SD25 1989;1989;1;1981;8;1980s;1980s;25;770;6653;0;1;160.0135481;1981;1363;1363;0.70892739;0.056525235;3.264514797;2;;;;;;;;;;;;;;;
18 SD25 1949;1949;2;1941;8;1940s;1940s;25;770;5428;7;8;770;1948;227;5428;0.187148211;0.028333121;8.069050855;4;;;;;;;;;;;;;;;
18 SD25 1949;1949;2;1941;8;1940s;1940s;25;770;5428;6;7;737.906607604282;1947;231;5201;0.135911417;0.039391125;8.271862005;4;;;;;;;;;;;;;;;
18 SD25 1949;1949;2;1941;8;1940s;1940s;25;770;5428;5;6;705.2476928756;1946;440;4970;0.148904972;0.043326711;7.858667654;4;;;;;;;;;;;;;;;
18 SD25 1949;1949;2;1941;8;1940s;1940s;25;770;5428;4;5;643.040236249539;1945;586;4530;0.14612683;0.0562315;7.237251234;4;;;;;;;;;;;;;;;
18 SD25 1949;1949;2;1941;8;1940s;1940s;25;770;5428;3;4;560.191214470284;1944;777;3944;0.117038341;0.058347697;5.072520331;4;;;;;;;;;;;;;;;
18 SD25 1949;1949;2;1941;8;1940s;1940s;25;770;5428;2;3;450.33850129199;1943;1229;3167;0.180317108;0.07302457;7.471601159;4;;;;;;;;;;;;;;;
18 SD25 1949;1949;2;1941;8;1940s;1940s;25;770;5428;1;2;276.581764488741;1942;887;1938;0.278725926;0.085558212;8.800614013;4;;;;;;;;;;;;;;;
18 SD25 1949;1949;2;1941;8;1940s;1940s;25;770;5428;0;1;151.1771872;1941;1051;1051;0.648449955;0.066478155;4.277032887;3;;;;;;;;;;;;;;;
19 SD25 1949;1949;2;1943;6;1940s;1940s;25;710;4920;5;6;710;1948;472;4920;0.184526331;0.04062876;3.744278259;2;;;;;;;;;;;;;;;
19 SD25 1949;1949;2;1943;6;1940s;1940s;25;710;4920;4;5;642.131975560082;1947;621;4448;0.072015889;0.058559627;3.270379527;2;;;;;;;;;;;;;;;
19 SD25 1949;1949;2;1943;6;1940s;1940s;25;710;4920;3;4;552.839511201629;1946;639;3827;0.138488525;0.05452608;3.788540224;2;;;;;;;;;;;;;;;
19 SD25 1949;1949;2;1943;6;1940s;1940s;25;710;4920;2;3;460.958859470468;1945;1221;3188;0.244284196;0.050113303;4.04609484;2;;;;;;;;;;;;;;;
19 SD25 1949;1949;2;1943;6;1940s;1940s;25;710;4920;1;2;285.393482688391;1944;984;1967;0.446663436;0.051737743;4.079991199;3;;;;;;;;;;;;;;;
Hypoxolith_C91_05_06;1996;3;1991;5;1990s;1990s;25;770;4633;0;1;144.8392819;1991;860;860;0.777624763;0.066359459;2.324939846;1;;;;;;;;;;;;;;;
1938_SD25_4;1938;1;1934;5;1930s;1930s;25;430;4325;3;4;430;1937;893;4325;0.08897468;0.060467649;4.6482137;4;;;;;;;;;;;;;;;
1938_SD25_4;1938;1;1934;5;1930s;1930s;25;430;4325;2;3;341.838238702202;1936;692;3432;0.099361099;0.04942087;4.664894559;4;;;;;;;;;;;;;;;
1938_SD25_4;1938;1;1934;5;1930s;1930s;25;430;4325;1;2;273.520278099652;1935;1356;2740;0.286746071;0.063833461;3.845133602;2;;;;;;;;;;;;;;;
1939 SD25 513;1939;2;1933;6;1930s;1930s;25;760;6554;0;1;82.67298289;1933;691;691;0.368144223;0.054926885;2.864078612;1;;;;;;;;;;;;;;;
1939 SD25 132;1939;2;1934;5;1930s;1930s;25;640;5047;4;5;623.837998808815;1938;715;4919;0.085206477;0.058052171;4.002396755;2;;;;;;;;;;;;;;;
1939 SD25 132;1939;2;1934;5;1930s;1930s;25;640;5047;3;4;533.558070279929;1937;694;4204;0.13746681;0.053981895;4.413127215;3;;;;;;;;;;;;;;;
1939 SD25 132;1939;2;1934;5;1930s;1930s;25;640;5047;2;3;445.929720071471;1936;858;3510;0.170536645;0.05472762;4.535291008;3;;;;;;;;;;;;;;;
1939 SD25 132;1939;2;1934;5;1930s;1930s;25;640;5047;1;2;337.593805836808;1935;1268;2652;0.341148236;0.057528614;4.076051186;3;;;;;;;;;;;;;;;
1989_SD25_134;1989;1;1984;5;1980s;1980s;25;760;5365;0;1;139.5294118;1984;970;970;0.951291377;0.058574286;2.988747739;1;;;;;;;;;;;;;;;
1939 SD25 137;1939;2;1933;5;1930s;1930s;25;620;5047;4;5;611.194758784991;1937;989;4975;0.083669048;0.063969005;3.750618645;2;;;;;;;;;;;;;;;
1939 SD25 137;1939;2;1933;5;1930s;1930s;25;620;5047;3;4;490.244987095493;1936;826;3986;0.128853057;0.065193489;5.484092853;4;;;;;;;;;;;;;;;
1939 SD25 137;1939;2;1933;5;1930s;1930s;25;620;5047;2;3;389.229303156641;1935;1073;3160;0.120949225;0.062113934;5.096181892;4;;;;;;;;;;;;;;;
1939 SD25 137;1939;2;1933;5;1930s;1930s;25;620;5047;1;2;258.006750049633;1934;798;2087;0.204109063;0.058750878;4.719166458;4;;;;;;;;;;;;;;;
1989_SD28_280;1989;1;1981;8;1980s;1980s;28;760;6240;0;1;92.0988764;1981;736;736;0.771858801;0.048084348;3.009003235;2;;;;;;;;;;;;;;;
1939 SD25 146;1939;2;1932;6;1930s;1930s;25;630;5158;5;6;618.691142191142;1937;326;5065;0.123160536;0.054897952;4.864019822;4;;;;;;;;;;;;;;;
1939 SD25 146;1939;2;1932;6;1930s;1930s;25;630;5158;4;5;579.049339549339;1936;756;4739;0.083091803;0.063622239;4.458313693;3;;;;;;;;;;;;;;;
1939 SD25 146;1939;2;1932;6;1930s;1930s;25;630;5158;3;4;487.11926961927;1935;781;3983;0.107008621;0.060319723;5.090637686;4;;;;;;;;;;;;;;;
1939 SD25 146;1939;2;1932;6;1930s;1930s;25;630;5158;2;3;392.149184149184;1934;717;3202;0.198991284;0.057888916;4.879797464;4;;;;;;;;;;;;;;;
1939 SD25 146;1939;2;1932;6;1930s;1930s;25;630;5158;1;2;304.961538461538;1933;1561;2485;0.2392271;0.057700384;4.313131219;3;;;;;;;;;;;;;;;
T 8976 SD28 1971;1971;4;1964;8;1960s;1960s;28;755.3258;5946;0;1;120.4453733;1964;930;930;0.586878667;0.049243389;2.72542587;1;;;;;;;;;;;;;;;
1939 SD25 199;1939;2;1936;3;1930s;1930s;25;570;3794;2;3;560.72621564482;1938;1011;3732;0.058274921;0.04821341;4.525749461;3;;;;;;;;;;;;;;;
1939 SD25 199;1939;2;1936;3;1930s;1930s;25;570;3794;1;2;409.503699788584;1937;1304;2721;0.235003594;0.084188465;3.353342454;2;;;;;;;;;;;;;;;
1939 SD25 506;1939;2;1933;6;1930s;1930s;25;750;6291;0;1;221.2319694;1933;1839;1839;0.611094586;0.055770179;3.388764468;2;;;;;;;;;;;;;;;
1939 SD25 502;1939;2;1934;5;1930s;1930s;25;510;4318;4;5;494.143454038997;1938;679;4183;0.141159216;0.067916307;4.474893958;3;;;;;;;;;;;;;;;
1939 SD25 502;1939;2;1934;5;1930s;1930s;25;510;4318;3;4;414.390900649954;1937;786;3504;0.204682404;0.054724755;4.812836893;4;;;;;;;;;;;;;;;
1939 SD25 502;1939;2;1934;5;1930s;1930s;25;510;4318;2;3;322.070566388115;1936;822;2718;0.262274273;0.054141228;5.195530903;4;;;;;;;;;;;;;;;
1939 SD25 502;1939;2;1934;5;1930s;1930s;25;510;4318;1;2;225.521819870009;1935;1005;1896;0.487467075;0.05212358;4.511976845;3;;;;;;;;;;;;;;;
450 SD28 1940;1940;2;1933;7;1930s;1930s;28;750;5456;0;1;134.9540947;1933;966;966;0.481130733;0.079204404;3.238461362;2;;;;;;;;;;;;;;;
1939 SD25 503;1939;2;1934;5;1930s;1930s;25;550;5071;4;5;550;1938;607;5071;0.081731274;0.062875329;4.022881971;2;;;;;;;;;;;;;;;
1939 SD25 503;1939;2;1934;5;1930s;1930s;25;550;5071;3;4;484.514522821577;1937;1028;4464;0.167270451;0.056319213;4.142524382;3;;;;;;;;;;;;;;;
1939 SD25 503;1939;2;1934;5;1930s;1930s;25;550;5071;2;3;373.609958506224;1936;856;3436;0.156522196;0.047500283;4.485380287;3;;;;;;;;;;;;;;;
1939 SD25 503;1939;2;1934;5;1930s;1930s;25;550;5071;1;2;281.261410788382;1935;1581;2580;0.374729695;0.05534527;3.796708335;2;;;;;;;;;;;;;;;
69 SD25 1989;1989;1;1985;4;1980s;1980s;25;750;5549;0;1;208.1769272;1985;1526;1526;0.768482611;0.064804881;2.633825127;1;;;;;;;;;;;;;;;
1939 SD25 504;1939;2;1934;5;1930s;1930s;25;580;4395;4;5;580;1938;589;4395;0.072567436;0.049112331;3.967613438;2;;;;;;;;;;;;;;;
1939 SD25 504;1939;2;1934;5;1930s;1930s;25;580;4395;3;4;502.63078677309;1937;505;3806;0.33395632;0.04878732;4.934387653;4;;;;;;;;;;;;;;;
1939 SD25 504;1939;2;1934;5;1930s;1930s;25;580;4395;2;3;436.295553021665;1936;679;3301;0.126324675;0.049221971;5.068038365;4;;;;;;;;;;;;;;;
1939 SD25 504;1939;2;1934;5;1930s;1930s;25;580;4395;1;2;347.104218928164;1935;1489;2622;0.324183346;0.056254684;4.514896627;3;;;;;;;;;;;;;;;
1001 SD25 1939;1939;2;1934;5;1930s;1930s;25;740;4658;0;1;192.908778;1934;1203;1203;0.741816547;0.055888863;3.145232614;2;;;;;;;;;;;;;;;
1939 SD25 505;1939;2;1934;5;1930s;1930s;25;680;4889;4;5;680;1938;855;4889;0.064902088;0.063840031;3.750701577;2;;;;;;;;;;;;;;;
1939 SD25 505;1939;2;1934;5;1930s;1930s;25;680;4889;3;4;561.537200245952;1937;823;4034;0.109524489;0.059101821;3.914331683;2;;;;;;;;;;;;;;;
1939 SD25 505;1939;2;1934;5;1930s;1930s;25;680;4889;2;3;447.508095921295;1936;834;3211;0.123102979;0.068405964;5.482130966;4;;;;;;;;;;;;;;;
1939 SD25 505;1939;2;1934;5;1930s;1930s;25;680;4889;1;2;331.954908792785;1935;1360;2377;0.261789162;0.081198947;4.895197929;4;;;;;;;;;;;;;;;
537 SD28 1988;1988;1;1979;9;1980s;1980s;28;740;6323;0;1;143.0856962;1979;1203;1203;0.665400668;0.0506884;3.458683775;2;;;;;;;;;;;;;;;
1939 SD25 506;1939;2;1933;6;1930s;1930s;25;750;6291;5;6;750;1938;386;6291;0.098454332;0.067433192;4.132901728;3;;;;;;;;;;;;;;;
1939 SD25 506;1939;2;1933;6;1930s;1930s;25;750;6291;4;5;704.154434007324;1937;436;5905;0.092796161;0.071758767;3.787627046;2;;;;;;;;;;;;;;;
1939 SD25 506;1939;2;1933;6;1930s;1930s;25;750;6291;3;4;652.370323196943;1936;882;5469;0.130377484;0.066844326;4.545279908;3;;;;;;;;;;;;;;;
1939 SD25 506;1939;2;1933;6;1930s;1930s;25;750;6291;2;3;547.614392612641;1935;1044;4587;0.243037203;0.066246321;4.623328906;4;;;;;;;;;;;;;;;
1939 SD25 506;1939;2;1933;6;1930s;1930s;25;750;6291;1;2;423.617576818978;1934;1704;3543;0.379288859;0.061630204;3.98753113;2;;;;;;;;;;;;;;;
Hypoxolith_C91_05_22;1996;3;1991;5;1990s;1990s;25;740;4700;0;1;135.193177;1991;846;846;0.494366853;0.050093591;2.945706486;1;;;;;;;;;;;;;;;
1939 SD25 507;1939;2;1934;5;1930s;1930s;25;720;6150;4;5;720;1938;962;6150;0.075296357;0.060676202;3.298474604;2;;;;;;;;;;;;;;;
1939 SD25 507;1939;2;1934;5;1930s;1930s;25;720;6150;3;4;607.818892508143;1937;864;5188;0.08694234;0.065132757;3.830404961;2;;;;;;;;;;;;;;;
1939 SD25 507;1939;2;1934;5;1930s;1930s;25;720;6150;2;3;507.065798045603;1936;1561;4324;0.12289497;0.063203919;3.024773409;2;;;;;;;;;;;;;;;
1939 SD25 507;1939;2;1934;5;1930s;1930s;25;720;6150;1;2;325.033876221498;1935;2114;2763;0.383893115;0.070012435;4.515372576;3;;;;;;;;;;;;;;;
162 SD25 1989;1989;1;1985;4;1980s;1980s;25;730;4633;0;1;189.779364;1985;1193;1193;0.815561051;0.063766673;2.554778126;1;;;;;;;;;;;;;;;
1939 SD25 508;1939;2;1927;12;1930s;1930s;25;1040;7571;11;12;1040;1938;93;7571;0.079048745;0.024948051;3.562660571;2;;;;;;;;;;;;;;;
1939 SD25 508;1939;2;1927;12;1930s;1930s;25;1040;7571;10;11;1027.25724110567;1937;218;7478;0.101579671;0.022992798;3.551836092;2;;;;;;;;;;;;;;;
1939 SD25 508;1939;2;1927;12;1930s;1930s;25;1040;7571;9;10;997.387118106071;1936;219;7260;0.116661014;0.025238214;3.370635454;2;;;;;;;;;;;;;;;
1939 SD25 508;1939;2;1927;12;1930s;1930s;25;1040;7571;8;9;967.379976193625;1935;251;7041;0.086646319;0.029412079;3.053907752;2;;;;;;;;;;;;;;;
1939 SD25 508;1939;2;1927;12;1930s;1930s;25;1040;7571;7;8;932.988229070229;1934;364;6790;0.091206241;0.035878956;2.987460581;1;;;;;;;;;;;;;;;
1939 SD25 508;1939;2;1927;12;1930s;1930s;25;1040;7571;6;7;883.113344795662;1933;419;6426;0.084210449;0.04592996;2.938279525;1;;;;;;;;;;;;;;;
1939 SD25 508;1939;2;1927;12;1930s;1930s;25;1040;7571;5;6;825.702420314773;1932;544;6007;0.084661409;0.05625809;2.721405665;1;;;;;;;;;;;;;;;
1939 SD25 508;1939;2;1927;12;1930s;1930s;25;1040;7571;4;5;751.164131728607;1931;894;5463;0.066651765;0.061140164;2.936636202;1;;;;;;;;;;;;;;;
1939 SD25 508;1939;2;1927;12;1930s;1930s;25;1040;7571;3;4;628.669223647666;1930;1023;4569;0.10427396;0.07617332;3.522557926;2;;;;;;;;;;;;;;;
1939 SD25 508;1939;2;1927;12;1930s;1930s;25;1040;7571;2;3;488.498875810078;1929;1483;3546;0.233260913;0.071339568;4.101241302;3;;;;;;;;;;;;;;;
1939 SD25 508;1939;2;1927;12;1930s;1930s;25;1040;7571;1;2;285.299828065071;1928;1184;2063;0.304142993;0.038130757;3.367943194;2;;;;;;;;;;;;;;;
449 SD28 1940;1940;2;1933;7;1930s;1930s;28;730;5137;0;1;157.3563487;1933;1093;1093;0.585658585;0.067122193;3.133595079;2;;;;;;;;;;;;;;;
1939 SD25 509;1939;2;1930;9;1930s;1930s;25;950;7370;8;9;950;1938;547;7370;0.11904788;0.033936745;3.746561311;2;;;;;;;;;;;;;;;
1939 SD25 509;1939;2;1930;9;1930s;1930s;25;950;7370;7;8;879.692663043478;1937;852;6823;0.211922569;0.02770315;3.63999283;2;;;;;;;;;;;;;;;
1939 SD25 509;1939;2;1930;9;1930s;1930s;25;950;7370;6;7;770.182880434783;1936;589;5971;0.362891215;0.024665005;3.52926889;2;;;;;;;;;;;;;;;
1939 SD25 509;1939;2;1930;9;1930s;1930s;25;950;7370;5;6;694.477173913044;1935;601;5382;0.187590879;0.024975346;3.511712054;2;;;;;;;;;;;;;;;
1939 SD25 509;1939;2;1930;9;1930s;1930s;25;950;7370;4;5;617.229076086957;1934;341;4781;0.162308083;0.027848141;3.079783277;2;;;;;;;;;;;;;;;
1939 SD25 509;1939;2;1930;9;1930s;1930s;25;950;7370;3;4;573.399456521739;1933;990;4440;0.136477054;0.052199974;3.008866193;2;;;;;;;;;;;;;;;
1939 SD25 509;1939;2;1930;9;1930s;1930s;25;950;7370;2;3;446.152173913043;1932;992;3450;0.190573905;0.058296342;3.3509698;2;;;;;;;;;;;;;;;
1939 SD25 509;1939;2;1930;9;1930s;1930s;25;950;7370;1;2;318.647826086957;1931;1414;2458;0.357766958;0.057976834;4.350468615;3;;;;;;;;;;;;;;;
HypCod_2005_05-21;2010;2;2006;4;2000s;2000s;25;730;4364;0;1;290.0260779;2006;1755;1755;0.450203478;0.060424823;4.237668416;3;;;;;;;;;;;;;;;
1939 SD25 511;1939;2;1937;2;1930s;1930s;25;250;2670;1;2;250;1938;1573;2670;0.72621811;0.06522053;4.053750094;2;;;;;;;;;;;;;;;
Hypoxolith_C05_05_03;2010;1;2005;5;2000s;2000s;25;730;4932;0;1;129.3758635;2005;860;860;0.691884432;0.092549656;2.263253058;1;;;;;;;;;;;;;;;
1939 SD25 512;1939;2;1934;5;1930s;1930s;25;410;4294;4;5;410;1938;458;4294;0.242421252;0.058019213;4.340974655;3;;;;;;;;;;;;;;;
1939 SD25 512;1939;2;1934;5;1930s;1930s;25;410;4294;3;4;366.59477124183;1937;442;3836;0.416761001;0.053363138;4.339097629;3;;;;;;;;;;;;;;;
1939 SD25 512;1939;2;1934;5;1930s;1930s;25;410;4294;2;3;324.705882352941;1936;1125;3394;0.56940765;0.075732885;4.23227548;3;;;;;;;;;;;;;;;
1939 SD25 512;1939;2;1934;5;1930s;1930s;25;410;4294;1;2;218.088235294118;1935;1587;2269;0.456813563;0.059258668;3.811987964;2;;;;;;;;;;;;;;;
T-3429 SD25 1970;1970;2;1964;6;1960s;1960s;25;730;6447;0;1;165.0576355;1964;1438;1438;0.801532441;0.061409842;3.23680989;2;;;;;;;;;;;;;;;
1939 SD25 513;1939;2;1933;6;1930s;1930s;25;760;6554;5;6;760;1938;481;6554;0.304913563;0.044830274;4.407985606;3;;;;;;;;;;;;;;;
1939 SD25 513;1939;2;1933;6;1930s;1930s;25;760;6554;4;5;704.432151589242;1937;1089;6073;1.275310485;0.049395476;4.345660553;3;;;;;;;;;;;;;;;
